id1,id2
3,4
1,2
0,6
5,7
3,4
0,2
1,6
5,7
0,2
3,4
1,5
6,7
0,1
4,5
3,6
2,7
0,1
3,5
2,6
4,7
2,3
0,4
5,6
1,7
1,2
3,5
0,6
4,7
0,3
2,5
1,6
4,7
